symbol,S,K,r,sigma,T,isCall
AMD_P_315_392,286.74,315.75,0.0355,0.2232,1.6513,0
AAPL_C_413_393,385.02,413.38,0.0361,0.2117,1.3338,1
AMD_P_230_394,265.05,230.61,0.0358,0.2850,0.2962,0
META_P_288_395,252.52,288.30,0.0439,0.2632,1.9231,0
AAPL_C_163_396,177.80,163.53,0.0418,0.1583,0.1496,1
NVDA_P_296_397,313.97,296.17,0.0465,0.3045,0.5575,0
NVDA_P_117_398,113.96,117.19,0.0393,0.3765,1.0736,0
AAPL_P_151_399,162.90,151.68,0.0393,0.3576,1.7306,0
SPY_P_85_400,85.29,85.80,0.0480,0.3505,0.3219,0
MSFT_P_150_401,147.86,150.59,0.0465,0.3288,1.4389,0
AAPL_C_63_402,62.01,63.33,0.0357,0.3759,1.6681,1
AAPL_P_387_403,429.80,387.38,0.0353,0.2912,1.7820,0
SPY_C_284_404,309.16,284.45,0.0412,0.3897,1.7544,1
NVDA_P_496_405,490.82,496.67,0.0373,0.3375,1.1775,0
TSLA_P_66_406,76.29,66.09,0.0359,0.1606,1.7271,0
GOOGL_P_321_407,299.84,321.90,0.0421,0.2859,0.4233,0
MSFT_P_129_408,121.30,129.77,0.0423,0.2319,1.9966,0
AMZN_C_223_409,205.81,223.28,0.0379,0.3591,0.3298,1
AMD_C_448_410,472.53,448.88,0.0317,0.1731,0.6607,1
AMD_C_428_411,393.90,428.11,0.0458,0.1719,0.2280,1
MSFT_P_115_412,110.70,115.65,0.0462,0.2460,0.3909,0
NVDA_P_96_413,105.59,96.20,0.0487,0.3537,1.3667,0
GOOGL_C_179_414,173.36,179.07,0.0468,0.2920,0.6687,1
MSFT_P_121_415,141.46,121.65,0.0428,0.3453,1.5769,0
NVDA_P_109_416,101.15,109.74,0.0470,0.2774,1.8309,0
AMD_C_353_417,321.28,353.90,0.0343,0.1856,1.7160,1
NVDA_C_313_418,295.53,313.31,0.0337,0.3040,1.2982,1
TSLA_C_116_419,111.38,116.38,0.0424,0.2813,0.1784,1
TSLA_P_486_420,436.14,486.02,0.0419,0.2914,1.1948,0
QQQ_P_411_421,397.77,411.81,0.0337,0.3670,0.5050,0
META_C_468_422,407.68,468.16,0.0452,0.3121,1.8774,1
SPY_P_155_423,156.29,155.50,0.0387,0.3031,0.8112,0
META_C_388_424,398.84,388.36,0.0429,0.2844,0.6488,1
TSLA_C_56_425,65.53,56.75,0.0439,0.3664,1.0320,1
AMD_P_133_426,142.90,133.62,0.0428,0.3628,1.2706,0
SPY_P_370_427,396.35,370.68,0.0309,0.2748,1.2158,0
TSLA_C_381_428,333.80,381.74,0.0467,0.1893,1.6343,1
QQQ_P_137_429,144.78,137.53,0.0488,0.2155,1.4973,0
MSFT_C_515_430,462.84,515.39,0.0462,0.3821,0.5058,1
TSLA_C_313_431,300.29,313.51,0.0427,0.2160,0.6967,1
GOOGL_P_108_432,116.81,109.00,0.0325,0.3123,1.8738,0
AMD_C_249_433,290.27,249.46,0.0302,0.3283,1.6188,1
SPY_P_336_434,383.73,336.87,0.0354,0.2127,1.4603,0
AAPL_P_195_435,205.09,195.98,0.0353,0.2407,1.7764,0
META_P_298_436,314.85,298.52,0.0387,0.3323,1.2444,0
NVDA_C_425_437,379.99,425.60,0.0453,0.2935,0.4585,1
AAPL_C_213_438,233.82,213.29,0.0306,0.3182,0.2098,1
MSFT_P_316_439,319.24,316.72,0.0456,0.2585,1.7761,0
SPY_C_173_440,170.18,173.53,0.0413,0.3866,0.2003,1
GOOGL_P_511_441,449.92,511.28,0.0378,0.3365,1.4011,0
AAPL_C_453_442,447.79,453.92,0.0358,0.2475,1.6353,1
NVDA_P_381_443,424.92,381.20,0.0332,0.3746,0.5451,0
SPY_C_262_444,287.16,262.97,0.0416,0.3528,1.9664,1
TSLA_P_113_445,128.96,113.28,0.0303,0.3914,0.4634,0
AMZN_P_459_446,469.29,459.38,0.0382,0.2810,1.8672,0
AMZN_P_54_447,50.75,54.15,0.0414,0.2295,0.2487,0
AMD_C_108_448,107.00,108.29,0.0347,0.3899,0.4520,1
QQQ_C_446_449,413.34,446.68,0.0461,0.3823,1.5528,1
AMZN_P_425_450,392.52,425.95,0.0381,0.1586,1.7949,0
NVDA_P_476_451,492.92,476.05,0.0433,0.2367,0.4241,0
NVDA_C_427_452,438.61,427.76,0.0400,0.2361,0.6674,1
SPY_C_360_453,411.47,360.69,0.0386,0.2951,1.5873,1
AAPL_C_330_454,352.69,330.86,0.0465,0.2625,0.2668,1
SPY_P_237_455,278.43,237.48,0.0303,0.3913,0.2740,0
TSLA_C_357_456,375.62,357.02,0.0452,0.2507,1.0486,1
AMD_P_223_457,199.61,223.83,0.0498,0.2524,1.3059,0
MSFT_P_182_458,186.99,182.78,0.0418,0.1860,1.9908,0
QQQ_C_419_459,479.71,419.11,0.0447,0.3254,1.2656,1
AMD_C_390_460,353.23,390.88,0.0304,0.1929,1.9724,1
QQQ_C_133_461,144.22,133.27,0.0417,0.3755,1.7363,1
TSLA_P_295_462,302.55,295.08,0.0486,0.2071,1.2085,0
AAPL_C_51_463,50.64,51.03,0.0493,0.2508,1.1622,1
NVDA_P_92_464,99.96,92.73,0.0450,0.3377,0.8253,0
META_P_257_465,245.17,257.42,0.0356,0.3748,0.2132,0
QQQ_P_173_466,188.77,173.59,0.0392,0.3788,1.2689,0
SPY_C_168_467,167.09,168.75,0.0392,0.3452,0.5706,1
AMZN_C_106_468,115.52,106.09,0.0481,0.2231,0.6355,1
SPY_P_71_469,64.36,71.09,0.0310,0.2699,0.3998,0
SPY_P_241_470,252.29,241.49,0.0337,0.2313,0.1444,0
META_P_299_471,332.87,299.79,0.0322,0.3277,0.2879,0
AAPL_C_329_472,372.07,329.10,0.0458,0.3646,1.3464,1
TSLA_C_225_473,225.17,225.33,0.0500,0.2829,0.2486,1
AMZN_P_429_474,452.97,429.25,0.0462,0.3607,0.3958,0
META_P_71_475,82.28,71.83,0.0314,0.2549,0.4197,0
SPY_P_78_476,74.88,78.96,0.0482,0.1647,1.7498,0
TSLA_C_222_477,194.91,222.52,0.0431,0.3670,0.3412,1
META_P_423_478,462.43,423.49,0.0462,0.3479,1.1578,0
META_C_78_479,87.62,78.39,0.0472,0.2996,0.6460,1
AMD_C_404_480,387.07,404.90,0.0411,0.3391,1.4439,1
AMZN_P_431_481,452.19,431.79,0.0433,0.3371,1.9731,0
MSFT_C_65_482,74.02,65.92,0.0382,0.3589,1.0449,1
AMZN_C_504_483,486.68,504.89,0.0486,0.2482,1.6026,1
AMD_P_173_484,200.60,173.56,0.0354,0.2092,1.5999,0
QQQ_P_445_485,464.00,445.20,0.0441,0.3086,0.5524,0
NVDA_P_175_486,183.29,175.00,0.0459,0.2370,1.5630,0
META_P_509_487,476.82,509.29,0.0302,0.3916,0.6351,0
GOOGL_P_295_488,316.90,295.30,0.0345,0.3090,1.9675,0
AAPL_C_408_489,464.37,408.22,0.0436,0.3043,0.1471,1
AAPL_P_297_490,287.43,297.33,0.0428,0.3388,1.3994,0
AMD_P_114_491,129.60,114.08,0.0429,0.2204,0.6342,0
MSFT_C_287_492,268.86,287.44,0.0421,0.3306,0.0819,1
AMD_C_424_493,413.77,424.58,0.0441,0.2490,0.2193,1
NVDA_P_309_494,285.21,309.29,0.0303,0.2404,0.4382,0
GOOGL_P_225_495,252.94,225.73,0.0336,0.3468,0.2785,0
AMZN_C_395_496,360.29,395.93,0.0473,0.3603,1.8685,1
AAPL_P_278_497,258.07,278.81,0.0363,0.2823,0.5148,0
META_P_287_498,261.59,287.92,0.0457,0.2169,0.6343,0
TSLA_P_481_499,436.70,481.38,0.0332,0.3216,1.4304,0
META_C_357_500,313.81,357.33,0.0306,0.3658,1.2350,1
GOOGL_C_505_501,456.84,505.95,0.0462,0.3507,0.4770,1
QQQ_C_247_502,249.70,247.31,0.0331,0.2677,0.9657,1
AAPL_C_445_503,435.95,445.13,0.0459,0.3593,1.1469,1
GOOGL_P_278_504,279.45,278.81,0.0355,0.1551,0.2938,0
MSFT_C_230_505,252.36,230.53,0.0439,0.3459,1.2540,1
MSFT_P_309_506,283.77,309.03,0.0381,0.1545,1.8620,0
AAPL_P_318_507,285.75,318.90,0.0429,0.2757,1.5218,0
META_P_245_508,256.05,245.52,0.0368,0.2191,1.6246,0
AMD_P_184_509,208.95,184.22,0.0417,0.2994,0.3250,0
AMD_P_86_510,87.41,86.28,0.0418,0.3038,0.3649,0
AMD_P_73_511,66.40,73.11,0.0442,0.2385,0.9518,0
SPY_C_53_512,53.05,53.36,0.0457,0.2591,1.9772,1
NVDA_P_252_513,241.25,252.37,0.0491,0.2430,1.7765,0
AMZN_C_515_514,496.71,515.96,0.0417,0.1864,1.0386,1
QQQ_P_76_515,73.93,76.35,0.0478,0.1600,0.5255,0
NVDA_P_65_516,69.44,65.61,0.0418,0.3949,1.5564,0
TSLA_P_455_517,459.15,455.15,0.0497,0.3604,0.6532,0
AMD_P_146_518,136.73,146.20,0.0357,0.3407,0.7066,0
AMZN_C_148_519,130.57,148.09,0.0368,0.2658,0.5826,1
TSLA_P_351_520,366.71,351.29,0.0315,0.3273,1.1271,0
SPY_C_267_521,255.77,267.48,0.0447,0.3889,0.6319,1
MSFT_C_244_522,244.48,244.64,0.0350,0.2691,0.7522,1
GOOGL_P_436_523,464.04,436.54,0.0477,0.3865,0.6620,0
AAPL_P_380_524,362.31,380.87,0.0426,0.1533,0.3036,0
AAPL_C_281_525,325.95,281.26,0.0434,0.2920,1.4552,1
SPY_P_191_526,187.90,191.87,0.0344,0.1688,1.3768,0
META_C_68_527,79.08,68.31,0.0404,0.3114,0.5753,1
QQQ_P_380_528,378.66,380.76,0.0354,0.3077,0.8743,0
GOOGL_C_52_529,55.77,52.04,0.0381,0.2628,1.1775,1
TSLA_P_98_530,111.88,98.36,0.0405,0.2522,1.1447,0
AMZN_P_57_531,66.55,57.96,0.0438,0.3531,0.3641,0
AMZN_C_232_532,211.21,232.37,0.0499,0.2189,0.9115,1
META_C_220_533,253.24,220.27,0.0476,0.1662,1.3345,1
TSLA_P_55_534,56.31,55.59,0.0406,0.3775,0.7645,0
NVDA_P_483_535,431.10,483.27,0.0359,0.3741,0.3592,0
MSFT_P_80_536,80.82,80.33,0.0337,0.2652,1.5220,0
GOOGL_C_363_537,320.98,363.19,0.0342,0.3829,1.7343,1
AMD_C_453_538,435.06,453.87,0.0331,0.2631,0.6216,1
AMD_P_424_539,465.40,424.65,0.0492,0.3610,0.5125,0
GOOGL_C_452_540,451.12,452.31,0.0380,0.1892,1.3282,1
AMD_C_428_541,463.05,428.07,0.0423,0.3066,0.1415,1
AMZN_C_359_542,419.79,359.76,0.0309,0.2914,1.9010,1
QQQ_P_178_543,166.52,178.47,0.0342,0.2794,1.4582,0
SPY_P_68_544,77.00,68.86,0.0384,0.2568,0.3469,0
SPY_P_392_545,410.76,392.44,0.0411,0.3720,1.1624,0
GOOGL_P_418_546,489.66,418.09,0.0472,0.2204,0.6669,0
MSFT_P_320_547,359.51,320.92,0.0363,0.2551,0.4132,0
SPY_P_348_548,377.27,348.61,0.0429,0.3790,0.4879,0
QQQ_C_401_549,393.34,401.79,0.0356,0.3094,0.2984,1
AMD_C_307_550,303.70,307.48,0.0492,0.3037,1.9801,1
TSLA_C_537_551,474.26,537.49,0.0383,0.3999,0.9244,1
GOOGL_C_110_552,122.53,110.22,0.0432,0.2942,1.5004,1
AMD_C_408_553,421.17,408.75,0.0358,0.2161,0.8835,1
AAPL_P_400_554,419.69,400.74,0.0398,0.3412,1.2538,0
QQQ_P_161_555,165.67,161.27,0.0320,0.3447,1.8914,0
META_P_315_556,355.92,315.64,0.0411,0.3016,1.2414,0
MSFT_P_427_557,412.04,427.55,0.0436,0.3341,1.3765,0
NVDA_P_59_558,55.36,59.21,0.0383,0.2624,1.7880,0
QQQ_P_127_559,111.16,127.34,0.0420,0.3779,1.8073,0
META_P_510_560,449.22,510.10,0.0473,0.3722,1.0557,0
MSFT_C_431_561,412.72,431.54,0.0482,0.2131,1.3555,1
SPY_P_314_562,310.40,314.65,0.0452,0.3115,0.7491,0
NVDA_C_408_563,388.58,409.00,0.0349,0.1539,0.1714,1
AMD_C_324_564,292.36,324.66,0.0303,0.3121,0.3644,1
QQQ_P_340_565,308.08,340.93,0.0320,0.2254,0.5261,0
TSLA_P_261_566,239.54,261.53,0.0336,0.2475,0.5274,0
META_C_555_567,498.91,555.96,0.0377,0.1594,0.3475,1
AMD_P_323_568,341.54,323.82,0.0412,0.2443,0.3397,0
GOOGL_P_283_569,262.74,283.15,0.0411,0.2997,1.9017,0
AMD_C_353_570,376.71,353.98,0.0447,0.2004,1.4000,1
AAPL_C_236_571,261.43,236.78,0.0403,0.3640,0.3864,1
META_C_357_572,389.97,357.24,0.0330,0.2906,0.7344,1
AAPL_C_435_573,411.51,435.32,0.0446,0.1707,0.3211,1
AMZN_C_562_574,497.25,562.86,0.0333,0.2712,0.9555,1
TSLA_C_277_575,257.33,277.54,0.0497,0.2997,1.0298,1
QQQ_P_89_576,88.21,89.32,0.0484,0.2748,0.8817,0
AAPL_C_469_577,426.32,469.48,0.0389,0.1776,0.0937,1
GOOGL_P_412_578,379.79,412.57,0.0351,0.3288,1.9108,0
MSFT_P_237_579,250.79,237.63,0.0484,0.3554,1.2896,0
GOOGL_P_469_580,430.71,469.30,0.0367,0.3730,1.8573,0
TSLA_C_158_581,169.32,158.44,0.0353,0.1869,0.3923,1
SPY_P_254_582,249.57,254.16,0.0366,0.3645,0.2596,0
QQQ_P_281_583,264.79,281.82,0.0476,0.2391,1.7913,0
MSFT_C_302_584,274.03,302.99,0.0450,0.2193,1.1631,1
META_C_299_585,283.73,299.09,0.0382,0.3311,0.9695,1
QQQ_P_440_586,488.14,440.92,0.0401,0.2638,1.3577,0
META_C_227_587,228.63,227.01,0.0385,0.3836,0.2987,1
TSLA_C_50_588,58.19,50.14,0.0437,0.3262,1.5957,1
AAPL_P_438_589,498.56,438.14,0.0451,0.2985,1.9102,0
AMZN_P_315_590,366.51,315.55,0.0354,0.3270,1.3887,0
AMZN_P_274_591,307.96,274.39,0.0496,0.1878,0.3735,0
GOOGL_C_153_592,136.86,153.31,0.0372,0.2059,1.6021,1
AMD_P_102_593,107.06,102.72,0.0371,0.2440,0.9749,0
AMZN_P_303_594,309.75,303.47,0.0448,0.3919,0.1705,0
AAPL_P_185_595,217.58,185.43,0.0423,0.3954,1.4367,0
SPY_C_317_596,301.94,317.14,0.0399,0.3248,1.0709,1
AAPL_C_307_597,312.85,307.21,0.0482,0.3672,1.5843,1
AMZN_C_449_598,449.98,449.53,0.0391,0.3177,0.4601,1
SPY_C_459_599,498.35,459.27,0.0340,0.1823,1.2798,1
TSLA_C_248_600,224.92,248.43,0.0363,0.2590,1.6827,1
SPY_C_404_601,382.32,404.98,0.0445,0.3835,1.9150,1
TSLA_C_553_602,496.15,553.15,0.0372,0.2267,0.6711,1
META_C_368_603,402.46,368.19,0.0381,0.3207,0.2126,1
NVDA_P_271_604,288.00,271.54,0.0386,0.1706,0.2846,0
AMZN_P_419_605,397.52,419.86,0.0333,0.2604,1.0648,0
NVDA_C_166_606,187.04,166.02,0.0346,0.3950,0.6540,1
QQQ_C_326_607,338.74,326.02,0.0346,0.3522,1.4953,1
SPY_C_311_608,328.90,311.95,0.0397,0.2771,0.8320,1
AMD_P_455_609,432.62,455.65,0.0446,0.3667,1.9336,0
SPY_P_408_610,362.48,408.85,0.0430,0.1604,1.4030,0
NVDA_P_210_611,233.57,210.41,0.0367,0.1746,0.7573,0
TSLA_P_159_612,179.53,159.68,0.0316,0.3043,1.0320,0
TSLA_P_426_613,450.37,426.55,0.0486,0.3797,0.5914,0
MSFT_C_351_614,365.67,351.06,0.0435,0.2791,0.6668,1
META_P_235_615,262.47,235.93,0.0329,0.1529,0.8059,0
SPY_P_268_616,300.83,268.55,0.0339,0.3247,0.8554,0
AAPL_P_77_617,74.52,77.81,0.0336,0.3530,1.4114,0
GOOGL_P_119_618,133.63,119.85,0.0306,0.3945,0.6394,0
GOOGL_C_330_619,349.25,330.71,0.0444,0.3971,1.8094,1
AAPL_P_103_620,121.63,103.95,0.0457,0.3083,1.8755,0
AMZN_P_264_621,278.64,264.12,0.0337,0.2465,1.0792,0
QQQ_C_221_622,206.85,221.79,0.0395,0.2314,1.7658,1
NVDA_C_394_623,383.14,394.42,0.0456,0.2329,0.4955,1
TSLA_P_316_624,309.50,316.37,0.0314,0.2061,1.8628,0
AMD_C_102_625,97.89,102.33,0.0344,0.3610,1.0892,1
GOOGL_C_214_626,199.24,214.70,0.0471,0.3847,0.8444,1
QQQ_P_185_627,211.44,185.90,0.0457,0.3550,1.4468,0
GOOGL_C_132_628,135.79,132.20,0.0434,0.2587,0.1428,1
MSFT_P_362_629,326.74,362.54,0.0318,0.2778,1.0667,0
NVDA_C_325_630,355.24,325.41,0.0396,0.3625,0.8661,1
GOOGL_C_279_631,251.21,279.46,0.0410,0.3321,1.0910,1
QQQ_P_150_632,171.85,150.08,0.0403,0.2877,0.4376,0
TSLA_P_372_633,356.60,372.06,0.0422,0.3375,0.4974,0
TSLA_P_128_634,121.56,128.64,0.0465,0.2417,1.5998,0
AAPL_P_435_635,400.98,435.17,0.0318,0.2153,1.8574,0
SPY_P_168_636,194.28,168.91,0.0303,0.2268,0.4317,0
AMZN_C_371_637,431.77,371.91,0.0446,0.1928,0.1963,1
TSLA_C_81_638,81.53,81.84,0.0407,0.3028,0.8247,1
QQQ_C_513_639,462.75,513.63,0.0434,0.2295,0.5023,1
AMZN_P_71_640,76.88,71.78,0.0359,0.1881,1.0479,0
TSLA_C_137_641,158.10,137.96,0.0400,0.3263,0.1443,1
AMZN_C_262_642,249.04,263.00,0.0426,0.3689,1.1157,1
NVDA_P_390_643,414.73,390.43,0.0374,0.3717,0.5297,0
NVDA_C_193_644,176.55,193.25,0.0421,0.2410,1.9273,1
TSLA_C_310_645,323.30,310.66,0.0373,0.3308,0.9003,1
NVDA_C_452_646,444.84,452.03,0.0351,0.3022,0.7053,1
TSLA_P_549_647,481.54,549.84,0.0375,0.1688,0.3682,0
AMZN_P_247_648,265.02,247.28,0.0411,0.1898,0.6394,0
AAPL_P_52_649,51.81,52.80,0.0441,0.3850,1.8895,0
META_P_208_650,240.49,208.60,0.0411,0.2646,1.9780,0
AAPL_P_310_651,317.22,310.82,0.0431,0.3982,0.9184,0
GOOGL_C_482_652,430.18,482.87,0.0377,0.2171,1.4589,1
AMD_P_228_653,206.46,228.17,0.0343,0.2703,1.8026,0
SPY_C_159_654,157.78,159.17,0.0431,0.2935,1.6453,1
SPY_C_393_655,462.68,393.30,0.0304,0.3116,1.1018,1
MSFT_C_301_656,294.13,301.39,0.0404,0.2661,0.9723,1
AMZN_C_84_657,85.23,84.20,0.0352,0.1818,1.2926,1
META_C_280_658,288.47,280.41,0.0351,0.3989,0.6893,1
SPY_C_481_659,460.50,481.57,0.0473,0.1559,1.8573,1
AMZN_P_72_660,65.30,72.71,0.0376,0.1743,0.6734,0
MSFT_C_250_661,235.04,250.97,0.0366,0.1582,0.2736,1
NVDA_C_271_662,286.52,271.20,0.0331,0.3155,0.3987,1
AAPL_P_402_663,424.28,402.16,0.0307,0.3613,1.1115,0
MSFT_C_340_664,375.64,340.22,0.0446,0.1958,0.2985,1
AAPL_C_435_665,411.36,435.39,0.0325,0.2601,1.7042,1
GOOGL_C_166_666,149.44,166.43,0.0303,0.3980,0.1371,1
QQQ_P_53_667,59.15,53.19,0.0398,0.3398,1.6973,0
AMD_C_169_668,160.56,169.74,0.0391,0.1923,0.7982,1
AMZN_C_379_669,330.37,379.72,0.0340,0.3980,1.9478,1
AMD_C_154_670,141.78,155.00,0.0468,0.2947,0.2255,1
META_P_172_671,192.54,172.08,0.0491,0.1551,0.7552,0
QQQ_P_180_672,166.64,180.81,0.0435,0.2579,0.5900,0
TSLA_C_116_673,128.97,116.84,0.0452,0.2825,1.7589,1
AAPL_C_85_674,90.15,85.21,0.0461,0.1504,1.9567,1
QQQ_C_525_675,460.47,525.11,0.0470,0.2514,1.3559,1
AMZN_P_394_676,388.06,394.64,0.0388,0.2246,0.9413,0
AMD_P_107_677,123.59,107.31,0.0467,0.2797,1.3341,0
SPY_P_97_678,112.54,97.72,0.0347,0.1678,0.7163,0
QQQ_C_439_679,452.83,439.70,0.0376,0.3807,1.6103,1
META_C_406_680,426.18,406.28,0.0443,0.2964,0.2664,1
QQQ_P_81_681,74.21,81.02,0.0315,0.2365,1.3085,0
TSLA_P_394_682,381.60,394.35,0.0424,0.3397,1.7409,0
SPY_C_65_683,58.26,65.30,0.0410,0.2951,0.3049,1
AMD_C_330_684,354.12,330.10,0.0500,0.1910,0.6080,1
NVDA_P_64_685,57.53,64.44,0.0478,0.2711,1.7687,0
QQQ_P_174_686,188.94,174.44,0.0448,0.3648,0.7093,0
TSLA_C_283_687,327.58,283.93,0.0368,0.2733,0.8556,1
SPY_C_271_688,250.37,271.86,0.0304,0.2181,1.9770,1
GOOGL_C_210_689,237.07,210.04,0.0495,0.3808,1.9300,1
SPY_C_351_690,395.35,351.42,0.0449,0.3681,0.3129,1
NVDA_P_167_691,145.76,167.61,0.0470,0.2744,1.9523,0
TSLA_P_391_692,419.57,391.61,0.0428,0.3578,1.7014,0
GOOGL_C_165_693,194.88,165.80,0.0385,0.2541,0.6326,1
GOOGL_C_282_694,302.86,282.05,0.0301,0.2117,0.9021,1
MSFT_C_137_695,149.69,137.65,0.0420,0.3971,1.0158,1
AAPL_P_393_696,344.79,393.36,0.0372,0.1577,0.2979,0
MSFT_P_431_697,408.07,431.27,0.0333,0.2052,0.4264,0
GOOGL_C_170_698,170.00,170.36,0.0403,0.2846,0.6422,1
GOOGL_P_455_699,422.36,455.67,0.0462,0.1833,1.7305,0
TSLA_P_277_700,318.01,277.14,0.0435,0.3489,1.7222,0
QQQ_C_150_701,162.70,150.11,0.0453,0.2020,1.2590,1
META_P_92_702,94.39,92.88,0.0466,0.2741,1.6237,0
NVDA_C_411_703,477.64,411.94,0.0368,0.2489,1.8993,1
AMZN_P_178_704,210.19,178.93,0.0436,0.2228,1.6997,0
QQQ_P_473_705,421.07,473.88,0.0412,0.3429,0.5200,0
NVDA_C_66_706,65.97,66.79,0.0406,0.3769,0.3249,1
TSLA_C_336_707,317.69,336.13,0.0328,0.2311,0.6526,1
SPY_P_206_708,180.60,206.18,0.0435,0.2834,0.8297,0
SPY_P_436_709,465.03,436.74,0.0447,0.2692,0.6973,0
SPY_C_253_710,243.69,253.12,0.0498,0.3785,1.9839,1
SPY_P_55_711,58.03,55.90,0.0429,0.2546,1.9954,0
TSLA_C_288_712,328.99,288.51,0.0407,0.1984,0.1453,1
AAPL_P_370_713,432.71,370.77,0.0475,0.3121,1.4854,0
TSLA_C_413_714,368.98,413.30,0.0442,0.3078,0.2324,1
MSFT_C_57_715,50.08,57.19,0.0413,0.3090,1.1578,1
AMZN_P_224_716,236.80,224.82,0.0468,0.3702,1.9676,0
SPY_C_222_717,206.70,222.95,0.0375,0.3679,0.6851,1
AMZN_P_495_718,493.51,495.50,0.0462,0.2938,0.2058,0
QQQ_P_108_719,96.72,108.03,0.0402,0.2341,1.0047,0
NVDA_P_433_720,479.90,433.05,0.0317,0.3755,1.1664,0
QQQ_P_419_721,369.07,419.82,0.0386,0.2736,1.2086,0
AMD_C_188_722,168.16,188.22,0.0376,0.3294,1.3251,1
GOOGL_C_207_723,211.51,207.26,0.0369,0.2788,0.7781,1
TSLA_P_202_724,205.41,202.29,0.0477,0.1910,1.4062,0
AMD_P_171_725,178.74,171.89,0.0373,0.3024,0.3199,0
MSFT_C_359_726,322.59,359.30,0.0418,0.3235,0.5382,1
AAPL_P_163_727,177.96,163.66,0.0435,0.1849,0.3711,0
TSLA_C_74_728,70.84,74.86,0.0452,0.3475,1.1253,1
GOOGL_P_151_729,152.57,151.78,0.0310,0.2558,1.3397,0
TSLA_C_61_730,67.07,61.99,0.0463,0.1929,0.6417,1
AMZN_C_145_731,161.94,145.64,0.0345,0.3208,0.9050,1
MSFT_P_202_732,213.14,202.14,0.0312,0.3083,0.7919,0
TSLA_C_92_733,100.23,92.47,0.0305,0.2439,1.9081,1
NVDA_P_287_734,296.44,287.36,0.0397,0.3485,0.7814,0
AAPL_P_275_735,285.09,275.38,0.0397,0.2087,0.9830,0
SPY_P_459_736,481.26,459.24,0.0371,0.1664,0.5876,0
GOOGL_C_140_737,148.02,140.50,0.0486,0.2503,1.6561,1
MSFT_C_390_738,411.55,390.48,0.0392,0.2764,0.9048,1
GOOGL_P_136_739,136.28,136.45,0.0334,0.2467,1.9055,0
AMD_P_218_740,207.85,218.67,0.0402,0.3700,0.5935,0
MSFT_C_369_741,349.41,369.75,0.0408,0.1668,0.3658,1
TSLA_C_355_742,321.17,355.24,0.0479,0.2242,1.3489,1
TSLA_C_405_743,474.54,405.30,0.0451,0.3246,0.7168,1
NVDA_P_56_744,55.12,56.43,0.0441,0.3000,0.2072,0
SPY_P_283_745,295.79,283.66,0.0410,0.2062,0.9854,0
NVDA_C_89_746,83.72,89.88,0.0469,0.3997,1.3081,1
NVDA_P_458_747,470.66,458.94,0.0438,0.3121,0.4365,0
NVDA_C_270_748,300.41,270.64,0.0465,0.2011,1.8498,1
TSLA_P_198_749,184.74,198.05,0.0351,0.3787,0.8307,0
NVDA_C_164_750,143.31,164.22,0.0459,0.3357,0.5153,1
NVDA_C_279_751,293.83,279.07,0.0446,0.1700,0.2725,1
AMZN_P_257_752,268.91,257.32,0.0354,0.1888,1.7464,0
AMZN_C_184_753,216.51,184.66,0.0492,0.2322,1.2443,1
AAPL_C_556_754,487.50,556.16,0.0472,0.3891,0.1499,1
META_P_319_755,289.51,319.19,0.0463,0.2353,1.4482,0
AMD_C_445_756,391.54,445.34,0.0456,0.2021,0.0857,1
TSLA_P_464_757,421.29,464.94,0.0433,0.1603,0.6868,0
TSLA_P_321_758,297.48,321.92,0.0463,0.3534,1.8342,0
AAPL_C_344_759,360.19,344.65,0.0482,0.2208,1.4281,1
NVDA_C_320_760,362.17,320.78,0.0306,0.3603,1.4659,1
QQQ_P_393_761,358.84,393.52,0.0404,0.3566,0.5696,0
GOOGL_C_212_762,220.07,212.53,0.0417,0.3648,0.7756,1
NVDA_C_99_763,91.33,99.52,0.0312,0.2178,1.0049,1
GOOGL_C_171_764,191.08,171.59,0.0362,0.2911,1.9049,1
TSLA_P_350_765,404.99,350.01,0.0492,0.2500,0.7402,0
META_C_131_766,119.66,131.25,0.0444,0.1670,1.4221,1
SPY_P_447_767,397.81,447.37,0.0497,0.2180,1.1382,0
SPY_P_288_768,277.35,288.94,0.0479,0.3021,1.4654,0
GOOGL_C_304_769,275.28,304.33,0.0386,0.3961,0.8788,1
SPY_P_314_770,294.27,314.61,0.0435,0.3153,0.2326,0
MSFT_C_545_771,489.68,545.53,0.0489,0.3637,0.8861,1
NVDA_P_481_772,474.75,481.49,0.0439,0.2266,0.3122,0
AMD_C_132_773,148.41,132.43,0.0400,0.3521,1.2085,1
MSFT_P_94_774,101.97,94.51,0.0469,0.1603,1.6481,0
QQQ_C_86_775,87.96,86.80,0.0361,0.1991,0.8553,1
TSLA_C_154_776,169.35,154.11,0.0389,0.3900,1.7902,1
SPY_C_325_777,297.22,325.56,0.0383,0.1644,0.2970,1
META_P_329_778,310.75,329.39,0.0411,0.2255,0.8287,0
AMD_P_65_779,70.80,65.79,0.0398,0.1913,0.3972,0
QQQ_C_348_780,384.06,348.95,0.0403,0.3288,1.0600,1
NVDA_P_82_781,73.80,82.99,0.0377,0.3019,0.4878,0
MSFT_P_386_782,406.06,386.96,0.0484,0.3328,0.6338,0
SPY_P_273_783,238.26,273.20,0.0377,0.2873,0.3271,0
